Purchase ID | Purchase Date | Delivery Date | Quantity | Supplier Id | Product Id | User Id
purchase340 | 2020-09-27 | 2020-10-26 | 70 | supplier4 | product265 | user2
purchase341 | 2021-12-12 | 2022-03-17 | 9 | supplier4 | product266 | user2
purchase342 | 2020-12-14 | 2020-12-22 | 73 | supplier4 | product267 | user2
purchase343 | 2021-04-29 | 2021-11-05 | 90 | supplier4 | product268 | user2
purchase344 | 2019-10-10 | 2020-01-26 | 81 | supplier4 | product269 | user2
purchase345 | 2019-08-06 | 2021-08-20 | 29 | supplier4 | product270 | user2
purchase346 | 2020-05-28 | 2020-08-20 | 7 | supplier4 | product271 | user2
purchase347 | 2021-01-19 | 2021-06-04 | 13 | supplier4 | product272 | user2
purchase348 | 2021-09-23 | 2021-10-08 | 60 | supplier4 | product273 | user2
purchase349 | 2022-01-31 | 2022-02-10 | 27 | supplier4 | product274 | user2
purchase350 | 2020-02-09 | 2021-03-10 | 38 | supplier4 | product275 | user2
purchase351 | 2020-11-02 | 2020-11-06 | 79 | supplier4 | product276 | user2
purchase352 | 2020-05-28 | 2020-12-01 | 59 | supplier4 | product277 | user2
purchase353 | 2020-05-11 | 2021-10-03 | 40 | supplier4 | product278 | user2
purchase354 | 2020-01-13 | 2021-02-10 | 66 | supplier4 | product279 | user2
purchase355 | 2019-09-10 | 2020-12-15 | 90 | supplier4 | product280 | user2
purchase356 | 2019-02-14 | 2019-03-23 | 12 | supplier4 | product281 | user2
purchase357 | 2022-08-11 | 2022-11-16 | 85 | supplier4 | product282 | user2
purchase358 | 2019-11-02 | 2022-01-11 | 57 | supplier4 | product283 | user2
purchase359 | 2019-07-26 | 2020-03-31 | 50 | supplier4 | product284 | user2
purchase360 | 2020-12-25 | 2021-11-18 | 58 | supplier4 | product285 | user2
purchase361 | 2020-05-10 | 2021-04-05 | 23 | supplier4 | product286 | user2
purchase362 | 2019-05-18 | 2020-02-29 | 23 | supplier4 | product287 | user2
purchase363 | 2019-08-08 | 2021-10-16 | 55 | supplier4 | product288 | user2
purchase364 | 2019-09-16 | 2020-01-14 | 49 | supplier4 | product289 | user2
purchase365 | 2021-10-20 | 2022-01-31 | 42 | supplier4 | product290 | user2
purchase366 | 2019-12-27 | 2020-01-07 | 77 | supplier4 | product291 | user2
purchase367 | 2020-05-13 | 2021-05-15 | 59 | supplier4 | product292 | user2
purchase368 | 2020-06-03 | 2022-06-02 | 79 | supplier4 | product293 | user2
purchase369 | 2020-04-27 | 2020-10-02 | 67 | supplier4 | product294 | user2
purchase370 | 2021-08-31 | 2021-09-15 | 70 | supplier4 | product295 | user2
purchase371 | 2019-08-29 | 2021-01-06 | 45 | supplier4 | product296 | user2
purchase372 | 2019-05-24 | 2021-01-25 | 39 | supplier4 | product297 | user2
purchase373 | 2019-02-19 | 2021-06-30 | 62 | supplier4 | product298 | user2
purchase374 | 2020-09-14 | 2021-01-21 | 32 | supplier4 | product299 | user2
purchase375 | 2020-08-10 | 2021-02-03 | 7 | supplier4 | product300 | user2
purchase376 | 2019-05-06 | 2020-09-15 | 41 | supplier4 | product301 | user2
purchase377 | 2020-03-11 | 2022-07-17 | 85 | supplier4 | product302 | user2
purchase378 | 2021-05-16 | 2022-02-24 | 38 | supplier9 | product303 | user2
purchase379 | 2019-01-06 | 2019-09-16 | 51 | supplier9 | product304 | user2
purchase380 | 2021-11-20 | 2022-04-15 | 12 | supplier9 | product305 | user2
purchase381 | 2019-03-28 | 2019-12-05 | 10 | supplier9 | product306 | user2
purchase382 | 2020-02-19 | 2021-11-03 | 84 | supplier9 | product307 | user2
purchase383 | 2021-09-05 | 2021-09-06 | 86 | supplier9 | product308 | user2
purchase384 | 2019-05-15 | 2020-03-23 | 11 | supplier9 | product309 | user2
purchase385 | 2021-10-04 | 2022-06-27 | 70 | supplier9 | product310 | user1
purchase386 | 2020-09-02 | 2021-02-16 | 4 | supplier9 | product311 | user1
purchase387 | 2021-04-29 | 2021-06-16 | 33 | supplier9 | product1 | user9
purchase388 | 2021-06-21 | 2021-07-04 | 73 | supplier9 | product2 | user9
purchase389 | 2021-03-25 | 2022-04-15 | 53 | supplier9 | product3 | user9
purchase390 | 2019-04-26 | 2020-03-13 | 28 | supplier9 | product4 | user9
purchase391 | 2022-07-06 | 2022-10-10 | 30 | supplier9 | product5 | user9
purchase392 | 2019-05-28 | 2020-10-23 | 17 | supplier9 | product6 | user9
purchase393 | 2021-07-01 | 2021-11-21 | 56 | supplier9 | product7 | user9
purchase394 | 2020-01-12 | 2020-02-15 | 67 | supplier9 | product8 | user9
purchase395 | 2021-06-18 | 2021-08-15 | 89 | supplier9 | product9 | user9
purchase396 | 2021-04-08 | 2021-05-09 | 84 | supplier9 | product10 | user9
purchase397 | 2020-01-17 | 2022-03-28 | 56 | supplier9 | product11 | user9
purchase398 | 2021-11-28 | 2022-06-07 | 85 | supplier9 | product12 | user9
purchase399 | 2021-07-29 | 2021-12-22 | 68 | supplier9 | product13 | user9
purchase400 | 2021-02-12 | 2021-08-24 | 11 | supplier9 | product14 | user9
purchase401 | 2020-10-31 | 2021-03-30 | 44 | supplier9 | product15 | user9
purchase402 | 2021-07-10 | 2021-10-15 | 17 | supplier9 | product16 | user9
purchase403 | 2021-10-07 | 2021-12-18 | 35 | supplier9 | product17 | user9
purchase404 | 2021-06-29 | 2021-10-11 | 70 | supplier9 | product18 | user9
purchase405 | 2020-12-11 | 2021-01-13 | 67 | supplier9 | product19 | user9
purchase406 | 2020-01-15 | 2020-07-25 | 3 | supplier9 | product20 | user9
purchase407 | 2020-07-21 | 2021-01-03 | 63 | supplier9 | product21 | user9
purchase408 | 2019-01-18 | 2020-12-27 | 76 | supplier9 | product22 | user9
purchase409 | 2021-11-24 | 2021-12-03 | 16 | supplier9 | product23 | user9
purchase410 | 2021-06-04 | 2021-09-01 | 14 | supplier9 | product24 | user9
purchase411 | 2021-09-12 | 2021-11-28 | 56 | supplier9 | product25 | user9
purchase412 | 2020-03-30 | 2021-03-10 | 8 | supplier9 | product26 | user9
purchase413 | 2020-07-13 | 2021-03-22 | 23 | supplier9 | product27 | user9
purchase414 | 2019-08-11 | 2019-11-11 | 89 | supplier9 | product28 | user9
purchase415 | 2019-01-08 | 2021-04-05 | 24 | supplier9 | product29 | user9
purchase416 | 2020-12-27 | 2021-08-09 | 16 | supplier1 | product30 | user9
purchase417 | 2020-08-22 | 2020-12-15 | 7 | supplier1 | product31 | user9
purchase418 | 2019-10-27 | 2020-05-25 | 4 | supplier1 | product32 | user9
purchase419 | 2020-08-15 | 2021-05-19 | 32 | supplier1 | product33 | user9
purchase420 | 2022-02-15 | 2022-03-25 | 5 | supplier1 | product34 | user9
purchase421 | 2020-09-26 | 2021-06-28 | 33 | supplier1 | product35 | user9
purchase422 | 2019-05-08 | 2021-08-19 | 3 | supplier1 | product36 | user9
purchase423 | 2019-04-08 | 2020-11-26 | 26 | supplier1 | product37 | user9
purchase424 | 2020-01-10 | 2020-03-08 | 85 | supplier1 | product38 | user9
purchase425 | 2019-06-23 | 2020-05-16 | 22 | supplier1 | product39 | user9
purchase426 | 2020-04-15 | 2020-09-23 | 60 | supplier1 | product40 | user9
purchase427 | 2019-07-20 | 2019-09-10 | 31 | supplier1 | product41 | user9
purchase428 | 2019-03-05 | 2019-07-26 | 54 | supplier1 | product42 | user9
purchase429 | 2020-08-29 | 2021-07-10 | 16 | supplier1 | product43 | user9
purchase430 | 2021-12-29 | 2022-04-02 | 16 | supplier1 | product44 | user9
purchase431 | 2020-07-21 | 2021-02-09 | 32 | supplier1 | product45 | user9
purchase432 | 2022-11-29 | 2022-11-30 | 41 | supplier1 | product46 | user9
purchase433 | 2022-04-11 | 2022-06-20 | 11 | supplier1 | product47 | user9
purchase434 | 2019-08-04 | 2021-12-05 | 47 | supplier1 | product48 | user1
purchase435 | 2019-08-12 | 2020-03-08 | 50 | supplier1 | product49 | user1
purchase436 | 2020-01-14 | 2021-06-15 | 52 | supplier1 | product50 | user1
purchase437 | 2021-10-08 | 2021-11-20 | 10 | supplier1 | product51 | user1
purchase438 | 2022-09-21 | 2022-10-04 | 29 | supplier1 | product52 | user1
purchase439 | 2019-11-17 | 2020-08-22 | 78 | supplier1 | product53 | user1
purchase440 | 2021-09-03 | 2022-01-18 | 53 | supplier1 | product54 | user1
purchase441 | 2020-10-27 | 2021-03-25 | 33 | supplier1 | product55 | user1
purchase442 | 2019-08-06 | 2021-06-01 | 58 | supplier1 | product56 | user3
purchase443 | 2020-08-17 | 2021-02-20 | 89 | supplier1 | product57 | user3
purchase444 | 2019-01-15 | 2021-03-29 | 62 | supplier1 | product58 | user3
purchase445 | 2020-11-17 | 2020-12-31 | 36 | supplier1 | product59 | user3
purchase446 | 2021-03-12 | 2021-11-20 | 32 | supplier1 | product60 | user3
purchase447 | 2020-09-03 | 2020-10-08 | 33 | supplier1 | product61 | user3
purchase448 | 2019-06-25 | 2019-09-25 | 82 | supplier1 | product62 | user3
purchase449 | 2021-01-01 | 2021-07-28 | 23 | supplier1 | product63 | user3
purchase450 | 2020-11-28 | 2021-04-21 | 40 | supplier1 | product64 | user3
purchase451 | 2020-12-27 | 2021-03-22 | 4 | supplier1 | product65 | user3
purchase452 | 2019-07-06 | 2021-03-25 | 65 | supplier1 | product66 | user3
purchase453 | 2020-08-18 | 2022-05-21 | 64 | supplier1 | product67 | user3
purchase454 | 2021-05-04 | 2022-01-30 | 66 | supplier1 | product68 | user3
purchase455 | 2021-11-19 | 2022-02-19 | 22 | supplier1 | product69 | user3
purchase456 | 2019-05-25 | 2019-12-15 | 88 | supplier1 | product70 | user3
purchase457 | 2020-10-14 | 2021-05-06 | 50 | supplier1 | product71 | user3
purchase458 | 2021-06-20 | 2022-02-07 | 52 | supplier1 | product72 | user3
purchase459 | 2021-12-24 | 2022-04-21 | 25 | supplier1 | product73 | user3
purchase460 | 2022-05-30 | 2022-08-27 | 58 | supplier1 | product74 | user3
purchase461 | 2019-01-15 | 2020-11-03 | 81 | supplier1 | product75 | user3
purchase462 | 2020-03-27 | 2020-05-07 | 85 | supplier1 | product76 | user3
purchase463 | 2020-05-18 | 2022-03-29 | 28 | supplier1 | product77 | user3
purchase464 | 2020-08-03 | 2021-06-28 | 75 | supplier1 | product78 | user3
purchase465 | 2021-03-07 | 2021-10-13 | 62 | supplier6 | product389 | user3
purchase466 | 2019-03-27 | 2021-08-10 | 6 | supplier6 | product390 | user3
purchase467 | 2021-12-01 | 2022-04-18 | 72 | supplier6 | product391 | user3
purchase468 | 2021-09-06 | 2021-10-11 | 7 | supplier6 | product392 | user3
purchase469 | 2020-09-18 | 2021-04-07 | 38 | supplier6 | product393 | user3
purchase470 | 2021-02-06 | 2021-06-21 | 15 | supplier6 | product394 | user3
purchase471 | 2020-04-20 | 2022-02-20 | 20 | supplier6 | product395 | user3
purchase472 | 2019-01-24 | 2019-10-05 | 77 | supplier6 | product396 | user3
purchase473 | 2019-04-17 | 2020-05-01 | 59 | supplier6 | product397 | user3
purchase474 | 2022-02-07 | 2022-04-03 | 80 | supplier6 | product398 | user3
purchase475 | 2019-10-18 | 2019-11-04 | 13 | supplier6 | product399 | user3
purchase476 | 2020-01-11 | 2020-07-01 | 29 | supplier6 | product400 | user3
purchase477 | 2020-02-28 | 2021-09-10 | 8 | supplier6 | product401 | user3
purchase478 | 2020-05-28 | 2021-04-23 | 42 | supplier6 | product402 | user3
purchase479 | 2019-02-19 | 2021-02-27 | 27 | supplier6 | product403 | user3
purchase480 | 2021-12-23 | 2022-05-06 | 7 | supplier6 | product404 | user3
purchase481 | 2019-04-06 | 2021-11-03 | 10 | supplier6 | product405 | user3
purchase482 | 2019-10-08 | 2021-06-02 | 51 | supplier6 | product406 | user3
purchase483 | 2021-01-31 | 2021-04-17 | 59 | supplier6 | product407 | user3
purchase484 | 2019-05-24 | 2019-12-28 | 46 | supplier6 | product408 | user3
purchase485 | 2022-04-11 | 2022-06-06 | 60 | supplier6 | product409 | user3
purchase486 | 2021-08-04 | 2021-11-08 | 59 | supplier6 | product410 | user3
purchase487 | 2020-03-27 | 2021-06-14 | 63 | supplier6 | product411 | user3
purchase488 | 2019-03-09 | 2021-05-14 | 19 | supplier6 | product412 | user3
purchase489 | 2020-06-15 | 2021-03-08 | 57 | supplier6 | product413 | user3
purchase490 | 2021-05-18 | 2022-05-04 | 3 | supplier6 | product414 | user3
purchase491 | 2019-07-05 | 2020-03-06 | 24 | supplier6 | product415 | user3
purchase492 | 2022-06-22 | 2022-06-27 | 71 | supplier6 | product416 | user3
purchase493 | 2020-03-31 | 2021-04-22 | 75 | supplier6 | product417 | user3
purchase494 | 2021-06-17 | 2022-09-03 | 62 | supplier6 | product418 | user3
purchase495 | 2019-04-11 | 2021-03-01 | 86 | supplier6 | product419 | user3
purchase496 | 2021-10-02 | 2022-08-10 | 70 | supplier6 | product420 | user3
purchase497 | 2022-05-19 | 2022-09-18 | 63 | supplier6 | product421 | user3
purchase498 | 2019-06-28 | 2020-06-10 | 7 | supplier6 | product422 | user3
purchase499 | 2021-02-24 | 2021-03-02 | 39 | supplier6 | product423 | user3
purchase500 | 2020-06-15 | 2022-11-15 | 89 | supplier6 | product424 | user3
purchase501 | 2019-12-01 | 2021-01-25 | 79 | supplier6 | product425 | user3
purchase502 | 2019-02-15 | 2021-05-28 | 62 | supplier6 | product426 | user3
purchase503 | 2020-01-30 | 2020-09-23 | 77 | supplier6 | product427 | user3
purchase504 | 2022-07-23 | 2022-07-28 | 49 | supplier6 | product428 | user3
purchase505 | 2020-09-24 | 2020-12-09 | 16 | supplier6 | product429 | user3
purchase506 | 2021-02-24 | 2022-03-25 | 18 | supplier6 | product430 | user3
purchase507 | 2020-09-11 | 2021-01-12 | 27 | supplier6 | product431 | user3
purchase508 | 2019-03-16 | 2019-09-11 | 58 | supplier6 | product432 | user3
purchase509 | 2021-03-10 | 2021-06-30 | 38 | supplier6 | product433 | user3
purchase510 | 2019-11-08 | 2021-04-06 | 46 | supplier6 | product434 | user3
purchase511 | 2019-08-04 | 2020-03-18 | 81 | supplier6 | product435 | user3
purchase512 | 2019-02-23 | 2021-07-23 | 4 | supplier6 | product436 | user3
purchase513 | 2020-08-26 | 2021-03-29 | 72 | supplier6 | product437 | user3
purchase514 | 2021-11-17 | 2021-11-26 | 17 | supplier6 | product438 | user3
purchase515 | 2019-06-18 | 2020-05-11 | 54 | supplier6 | product439 | user3
purchase516 | 2021-01-26 | 2021-05-12 | 41 | supplier6 | product440 | user3
purchase517 | 2019-11-27 | 2021-01-20 | 17 | supplier6 | product441 | user3
purchase518 | 2020-12-17 | 2021-03-08 | 13 | supplier6 | product442 | user3
purchase519 | 2021-02-22 | 2021-05-01 | 66 | supplier6 | product443 | user3
purchase520 | 2020-10-19 | 2020-11-21 | 20 | supplier6 | product444 | user3
purchase521 | 2020-12-02 | 2021-08-29 | 73 | supplier6 | product445 | user3
purchase522 | 2021-01-26 | 2021-03-28 | 60 | supplier6 | product446 | user3
purchase523 | 2019-04-26 | 2019-07-29 | 15 | supplier6 | product447 | user3
purchase524 | 2019-06-30 | 2019-07-15 | 75 | supplier6 | product448 | user3
purchase525 | 2019-06-23 | 2021-06-06 | 39 | supplier6 | product449 | user3
purchase526 | 2020-07-19 | 2022-04-07 | 77 | supplier6 | product450 | user3
purchase527 | 2020-07-14 | 2021-09-11 | 62 | supplier6 | product451 | user3
purchase528 | 2021-06-03 | 2021-09-29 | 50 | supplier6 | product452 | user3
purchase529 | 2019-02-26 | 2020-03-20 | 4 | supplier6 | product453 | user3
purchase530 | 2021-09-25 | 2022-02-18 | 75 | supplier6 | product454 | user3
purchase531 | 2021-01-30 | 2022-09-04 | 36 | supplier6 | product455 | user3
purchase532 | 2021-05-22 | 2021-08-07 | 63 | supplier6 | product456 | user3
purchase533 | 2021-10-27 | 2022-11-27 | 24 | supplier6 | product457 | user3
purchase534 | 2020-06-22 | 2020-07-26 | 30 | supplier6 | product458 | user1
purchase535 | 2019-08-19 | 2020-07-20 | 40 | supplier6 | product459 | user1
purchase536 | 2021-11-02 | 2022-07-17 | 59 | supplier6 | product460 | user1
purchase537 | 2020-07-13 | 2021-06-19 | 62 | supplier6 | product461 | user1
purchase538 | 2019-05-01 | 2019-07-26 | 40 | supplier6 | product462 | user1
purchase539 | 2022-04-16 | 2022-05-20 | 20 | supplier6 | product463 | user1
purchase540 | 2021-02-16 | 2021-04-11 | 50 | supplier6 | product464 | user1
purchase541 | 2019-11-14 | 2019-12-21 | 66 | supplier6 | product465 | user1
purchase542 | 2022-01-02 | 2022-01-11 | 52 | supplier2 | product79 | user1
purchase543 | 2019-02-05 | 2019-07-28 | 52 | supplier2 | product80 | user1
purchase544 | 2022-01-12 | 2022-01-28 | 21 | supplier2 | product81 | user1
purchase545 | 2021-01-17 | 2021-01-28 | 74 | supplier2 | product82 | user1
purchase546 | 2021-09-09 | 2022-02-17 | 30 | supplier2 | product83 | user1
purchase547 | 2021-06-15 | 2021-09-13 | 15 | supplier2 | product84 | user1
purchase548 | 2021-05-29 | 2021-10-10 | 76 | supplier2 | product85 | user1
purchase549 | 2020-12-15 | 2021-03-28 | 20 | supplier2 | product86 | user1
purchase550 | 2019-07-19 | 2021-07-17 | 41 | supplier2 | product87 | user1
purchase551 | 2022-03-12 | 2022-07-26 | 46 | supplier2 | product88 | user1
purchase552 | 2021-07-19 | 2021-07-31 | 64 | supplier2 | product89 | user1
purchase553 | 2021-02-20 | 2021-04-06 | 16 | supplier2 | product90 | user1
purchase554 | 2022-11-04 | 2022-11-06 | 19 | supplier2 | product91 | user1
purchase555 | 2019-08-11 | 2020-02-10 | 90 | supplier2 | product92 | user1
purchase556 | 2019-02-26 | 2019-08-09 | 44 | supplier2 | product93 | user1
purchase557 | 2021-10-18 | 2021-11-29 | 80 | supplier2 | product94 | user1
purchase558 | 2019-05-25 | 2019-07-07 | 70 | supplier2 | product95 | user1
purchase559 | 2019-05-13 | 2019-11-05 | 50 | supplier2 | product96 | user1
purchase560 | 2021-12-10 | 2022-04-03 | 23 | supplier2 | product97 | user1
purchase561 | 2020-08-26 | 2020-10-17 | 85 | supplier2 | product98 | user1
purchase562 | 2020-02-09 | 2022-03-13 | 13 | supplier2 | product99 | user1
purchase563 | 2020-09-17 | 2021-09-07 | 32 | supplier2 | product100 | user1
purchase564 | 2021-10-22 | 2021-12-23 | 71 | supplier2 | product101 | user1
purchase565 | 2019-10-10 | 2021-01-15 | 62 | supplier2 | product102 | user1
purchase566 | 2022-05-23 | 2022-06-01 | 47 | supplier2 | product103 | user1
purchase567 | 2022-11-02 | 2022-11-24 | 30 | supplier2 | product104 | user6
purchase568 | 2021-02-28 | 2021-07-19 | 63 | supplier2 | product105 | user6
purchase569 | 2021-09-03 | 2021-10-10 | 16 | supplier2 | product106 | user6
purchase570 | 2020-07-02 | 2021-01-23 | 33 | supplier2 | product107 | user6
purchase571 | 2019-12-29 | 2020-09-06 | 60 | supplier2 | product108 | user6
purchase572 | 2019-08-27 | 2020-01-26 | 41 | supplier2 | product109 | user6
purchase573 | 2020-12-18 | 2021-02-18 | 12 | supplier2 | product110 | user6
purchase574 | 2021-09-05 | 2022-10-27 | 27 | supplier2 | product111 | user6
purchase575 | 2020-08-09 | 2021-03-26 | 34 | supplier2 | product112 | user6
purchase576 | 2020-02-12 | 2020-05-03 | 77 | supplier2 | product113 | user6
purchase577 | 2020-09-28 | 2021-02-16 | 55 | supplier2 | product114 | user6
purchase578 | 2019-10-10 | 2020-11-17 | 52 | supplier2 | product115 | user6
purchase579 | 2020-11-01 | 2021-05-08 | 19 | supplier2 | product116 | user6
purchase580 | 2020-07-19 | 2020-10-16 | 7 | supplier2 | product117 | user6
purchase581 | 2020-12-20 | 2021-04-25 | 49 | supplier2 | product118 | user6
purchase582 | 2021-04-28 | 2021-10-08 | 51 | supplier2 | product119 | user6
purchase583 | 2022-03-17 | 2022-04-06 | 11 | supplier2 | product120 | user6
purchase584 | 2021-01-02 | 2021-12-29 | 45 | supplier2 | product121 | user6
purchase585 | 2019-05-17 | 2021-02-09 | 50 | supplier2 | product122 | user6
purchase586 | 2020-12-13 | 2021-06-11 | 14 | supplier2 | product123 | user6
purchase587 | 2019-04-22 | 2019-11-28 | 46 | supplier2 | product124 | user6
purchase588 | 2019-03-03 | 2021-06-28 | 83 | supplier2 | product125 | user6
purchase589 | 2020-07-25 | 2021-06-23 | 6 | supplier2 | product126 | user6
purchase590 | 2020-08-26 | 2022-04-19 | 78 | supplier3 | product127 | user6
purchase591 | 2019-03-05 | 2020-12-14 | 4 | supplier3 | product128 | user6
purchase592 | 2019-07-11 | 2021-02-21 | 6 | supplier3 | product129 | user6
purchase593 | 2022-04-08 | 2022-05-11 | 43 | supplier3 | product130 | user6
purchase594 | 2020-01-16 | 2021-09-02 | 43 | supplier3 | product131 | user6
purchase595 | 2019-01-30 | 2020-08-24 | 32 | supplier3 | product132 | user6
purchase596 | 2019-02-02 | 2019-04-15 | 20 | supplier3 | product133 | user6
purchase597 | 2020-02-19 | 2021-08-26 | 81 | supplier3 | product134 | user6
purchase598 | 2019-12-30 | 2020-09-18 | 72 | supplier3 | product135 | user6
purchase599 | 2020-01-15 | 2021-01-18 | 31 | supplier3 | product136 | user6
purchase600 | 2021-02-02 | 2021-09-15 | 51 | supplier3 | product137 | user6
purchase601 | 2020-05-26 | 2020-09-16 | 27 | supplier3 | product138 | user6
purchase602 | 2021-02-16 | 2022-03-29 | 39 | supplier3 | product139 | user6
purchase603 | 2021-10-15 | 2021-11-21 | 75 | supplier3 | product140 | user6
purchase604 | 2019-05-25 | 2020-03-28 | 68 | supplier3 | product141 | user6
purchase605 | 2021-04-21 | 2021-11-23 | 19 | supplier3 | product142 | user6
purchase606 | 2020-02-12 | 2020-04-27 | 32 | supplier3 | product143 | user6
purchase607 | 2019-02-14 | 2020-12-10 | 47 | supplier3 | product144 | user6
purchase608 | 2019-02-07 | 2020-04-19 | 9 | supplier3 | product145 | user6
purchase609 | 2020-05-10 | 2021-07-08 | 19 | supplier3 | product146 | user6
purchase610 | 2019-07-21 | 2020-10-04 | 74 | supplier3 | product147 | user6
purchase611 | 2019-05-24 | 2021-05-19 | 50 | supplier3 | product148 | user6
purchase612 | 2021-01-19 | 2021-06-10 | 55 | supplier3 | product149 | user6
purchase613 | 2020-09-25 | 2021-07-24 | 44 | supplier3 | product150 | user6
purchase614 | 2020-11-16 | 2021-08-03 | 66 | supplier3 | product151 | user6
purchase615 | 2019-07-21 | 2020-02-20 | 58 | supplier3 | product152 | user6
purchase616 | 2019-02-13 | 2019-10-17 | 79 | supplier3 | product153 | user6
purchase617 | 2020-03-19 | 2020-11-18 | 81 | supplier3 | product154 | user6
purchase618 | 2021-02-04 | 2021-02-24 | 43 | supplier3 | product155 | user6
purchase619 | 2020-12-13 | 2021-02-25 | 44 | supplier3 | product156 | user6
purchase620 | 2021-05-26 | 2021-08-13 | 89 | supplier3 | product466 | user6
purchase621 | 2020-03-12 | 2020-06-05 | 82 | supplier3 | product467 | user6
purchase622 | 2019-02-20 | 2021-09-04 | 40 | supplier3 | product468 | user6
purchase623 | 2022-09-19 | 2022-10-22 | 6 | supplier3 | product469 | user6
purchase624 | 2020-03-23 | 2021-01-23 | 6 | supplier3 | product470 | user6
purchase625 | 2020-10-17 | 2021-05-31 | 83 | supplier3 | product471 | user6
purchase626 | 2021-02-27 | 2021-03-21 | 5 | supplier3 | product472 | user6
purchase627 | 2020-07-09 | 2020-12-23 | 53 | supplier3 | product473 | user6
purchase628 | 2020-10-25 | 2021-03-08 | 10 | supplier3 | product474 | user6
purchase629 | 2019-03-26 | 2019-07-23 | 23 | supplier3 | product475 | user6
purchase630 | 2019-01-16 | 2021-04-18 | 69 | supplier3 | product476 | user6
purchase631 | 2020-01-07 | 2020-08-23 | 57 | supplier3 | product477 | user6
purchase632 | 2019-10-14 | 2022-01-17 | 26 | supplier3 | product478 | user6
purchase633 | 2021-08-21 | 2022-02-15 | 36 | supplier3 | product479 | user6
purchase634 | 2021-04-03 | 2021-04-26 | 24 | supplier3 | product480 | user6
purchase635 | 2021-08-03 | 2021-10-28 | 85 | supplier3 | product481 | user6
purchase636 | 2020-10-11 | 2021-03-28 | 88 | supplier3 | product482 | user6
purchase637 | 2020-06-29 | 2020-10-31 | 86 | supplier7 | product483 | user6
purchase638 | 2020-04-09 | 2021-04-16 | 10 | supplier7 | product484 | user6
purchase639 | 2019-01-26 | 2019-04-08 | 22 | supplier7 | product485 | user1
purchase640 | 2019-04-30 | 2022-06-28 | 11 | supplier7 | product486 | user1
purchase641 | 2020-07-16 | 2021-06-03 | 57 | supplier7 | product487 | user1
purchase642 | 2020-04-28 | 2020-04-29 | 28 | supplier7 | product488 | user1
purchase643 | 2020-06-07 | 2020-10-19 | 3 | supplier7 | product489 | user1
purchase644 | 2020-07-19 | 2020-08-18 | 72 | supplier7 | product490 | user1
purchase645 | 2020-09-19 | 2021-01-24 | 65 | supplier7 | product491 | user1
purchase646 | 2021-04-19 | 2021-09-18 | 55 | supplier7 | product492 | user1
purchase647 | 2020-01-02 | 2020-12-05 | 56 | supplier7 | product493 | user1
purchase648 | 2020-03-11 | 2020-05-05 | 83 | supplier7 | product494 | user1
purchase649 | 2020-10-09 | 2021-03-07 | 44 | supplier7 | product495 | user1
purchase650 | 2020-08-13 | 2020-10-23 | 43 | supplier7 | product496 | user1
purchase651 | 2021-03-26 | 2021-06-17 | 35 | supplier7 | product497 | user1
purchase652 | 2019-09-16 | 2020-06-19 | 84 | supplier7 | product498 | user1
purchase653 | 2020-05-29 | 2020-07-25 | 42 | supplier7 | product499 | user1
purchase654 | 2021-12-26 | 2021-12-28 | 30 | supplier7 | product500 | user1
purchase655 | 2020-04-18 | 2020-12-05 | 62 | supplier7 | product501 | user1
purchase656 | 2019-09-18 | 2019-11-02 | 56 | supplier7 | product502 | user1
purchase657 | 2019-07-27 | 2021-02-12 | 54 | supplier7 | product503 | user1
purchase658 | 2019-01-19 | 2019-09-11 | 7 | supplier7 | product504 | user1
purchase659 | 2020-04-18 | 2020-10-27 | 9 | supplier7 | product505 | user1
purchase660 | 2020-03-28 | 2021-01-15 | 87 | supplier7 | product506 | user1
purchase661 | 2019-08-19 | 2022-09-19 | 80 | supplier7 | product507 | user1
purchase662 | 2019-07-21 | 2020-12-22 | 12 | supplier7 | product508 | user1
purchase663 | 2020-12-11 | 2021-03-30 | 13 | supplier7 | product509 | user1
purchase664 | 2022-07-11 | 2022-07-28 | 78 | supplier7 | product510 | user1
purchase665 | 2019-01-30 | 2019-07-29 | 30 | supplier7 | product511 | user4
purchase666 | 2019-06-30 | 2019-12-04 | 32 | supplier7 | product512 | user4
purchase667 | 2020-12-23 | 2022-01-23 | 36 | supplier7 | product513 | user4
purchase668 | 2021-10-17 | 2021-10-19 | 72 | supplier7 | product514 | user4
purchase669 | 2021-02-22 | 2021-03-27 | 12 | supplier7 | product515 | user4
purchase670 | 2020-06-09 | 2021-06-24 | 39 | supplier7 | product516 | user4
purchase671 | 2021-01-28 | 2021-12-08 | 53 | supplier7 | product517 | user4
purchase672 | 2021-11-11 | 2022-01-17 | 82 | supplier7 | product518 | user4
purchase673 | 2019-03-13 | 2019-10-29 | 46 | supplier7 | product519 | user4
purchase674 | 2021-04-26 | 2021-08-27 | 8 | supplier7 | product520 | user4
purchase675 | 2020-06-10 | 2021-03-15 | 49 | supplier7 | product521 | user4
purchase676 | 2019-10-30 | 2020-11-04 | 76 | supplier7 | product522 | user4
purchase677 | 2021-04-14 | 2021-06-13 | 15 | supplier7 | product523 | user4
purchase678 | 2019-03-15 | 2021-10-08 | 4 | supplier7 | product524 | user4
purchase679 | 2019-02-18 | 2020-11-15 | 35 | supplier7 | product525 | user4
